Уровень,Дата и время,Источник,Код события,Категория задачи
Сведения,14.11.2019 6:19:54,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceReleaseHardware: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:19:54,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:19:15,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:19:14,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:19:02,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:18:42,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:18:14,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:18:13,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:17:46,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:17:26,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Предупреждение,14.11.2019 6:16:57,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Предупреждение,14.11.2019 6:16:21,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Сведения,14.11.2019 6:16:11,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:16:08,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Предупреждение,14.11.2019 6:15:42,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Предупреждение,14.11.2019 6:11:09,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Предупреждение,14.11.2019 6:10:22,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Предупреждение,14.11.2019 6:09:38,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Предупреждение,14.11.2019 6:09:09,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Сведения,14.11.2019 6:08:53,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:08:49,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Предупреждение,14.11.2019 6:08:36,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Предупреждение,14.11.2019 6:08:20,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Сведения,14.11.2019 6:08:14,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 6:08:13,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Предупреждение,14.11.2019 6:08:06,Microsoft-Windows-DistributedCOM,10016,Отсутствует,"Параметры разрешений по умолчанию для компьютера не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 и APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 пользователю YOGATEE\nickk с ИД безопасности (S-1-5-21-2395274981-4090271684-2922072255-1001) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Microsoft.Windows.ShellExperienceHost_10.0.18362.387_neutral_neutral_cw5n1h2txyewy с ИД безопасности (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Сведения,14.11.2019 3:29:18,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения,14.11.2019 3:25:20,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения,14.11.2019 1:34:30,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:34:10,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:33:42,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:33:41,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:33:39,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения,14.11.2019 1:31:33,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения,14.11.2019 1:23:59,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:23:39,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:22:38,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:22:37,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:09:38,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения,14.11.2019 1:08:35,Microsoft-Windows-WindowsUpdateClient,19,Агент Центра обновления Windows,Установка завершена: следующее обновление было успешно установлено: 9NBLGGH4RV3K-Microsoft.VCLibs.140.00.UWPDesktop
Сведения,14.11.2019 1:08:33,Microsoft-Windows-WindowsUpdateClient,43,Агент Центра обновления Windows,Установка начата: ОС Windows начала устанавливать следующее обновление: 9NBLGGH4RV3K-Microsoft.VCLibs.140.00.UWPDesktop
Сведения,14.11.2019 1:08:25,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:08:25,Microsoft-Windows-WindowsUpdateClient,44,Агент Центра обновления Windows,Центр обновления Windows начал скачивать обновление.
Сведения,14.11.2019 1:08:05,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:07:49,Microsoft-Windows-Kernel-General,1,(5),"Системное время изменено с ‎2019‎-‎11‎-‎13T22:07:49.880736300Z на ‎2019‎-‎11‎-‎13T22:07:49.881023400Z.

Причина изменения: An application or system component changed the time.
Процесс: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (ИД процесса 5580)."
Сведения,14.11.2019 1:07:49,Microsoft-Windows-Time-Service,35,Отсутствует,"Служба времени выполняет синхронизацию системного времени с источником времени time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->20.189.79.72:123) с идентификатором ссылки 1213185300. Текущий номер локальной страты: 4."
Сведения,14.11.2019 1:07:40,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.languageexperiencepackru-ru_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,14.11.2019 1:07:35,Microsoft-Windows-Time-Service,37,Отсутствует,"NTP-клиент поставщика времени получает действительные данные о времени от time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->20.189.79.72:123)."
Сведения,14.11.2019 1:07:33,Microsoft-Windows-Time-Service,158,Отсутствует,"Поставщик времени ""VMICTimeProvider"" указал, что текущее аппаратное обеспечение и операционная среда не поддерживаются, и их работа остановлена. Это поведение ожидаемо для VMICTimeProvider в средах non-HyperV-guest. Это поведение может быть ожидаемо для текущего поставщика в текущей операционной среде."
Сведения,14.11.2019 1:07:33,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:07:32,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:07:32,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения,14.11.2019 1:07:27,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Fdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:07:07,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Exit: Enter

Указанный тип ресурса в файле образа отсутствует
"
Сведения,14.11.2019 1:06:27,GeneStor,32768,Отсутствует,"Не удается найти описание для идентификатора события 32768 из источника GeneStor. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

[GeneStor] Pdo_EvtDeviceD0Entry: Enter

Указанный тип ресурса в файле образа отсутствует
"
